trialNo,tablerow,soundrow,correct_answer,rt,status,trialaccuracy,totalaccuracy,participant,test,group,test_speaker,word1,word2,test_type,testpairs,correct_word,stream_type,training,beeptotalaccuracy,ppID,training_speaker,train_test_speaker_match,lateralization
37,57,57,2,706,1,1,20,6ab76dc8-749e-4446-9f78-db202ba71c21,AD_Group1_test,1,M,tuheri,pomasi,seg_Unattended,tuheri_pomasi,pomasi,single,AD_G1_LangA_female,11,97,F,Mismatch,both
38,69,69,2,637,2,0,20,6ab76dc8-749e-4446-9f78-db202ba71c21,AD_Group1_test,1,M,tuheri,xidule,seg_Unattended,tuheri_xidule,xidule,single,AD_G1_LangA_female,11,97,F,Mismatch,both
39,53,53,1,282,2,0,20,6ab76dc8-749e-4446-9f78-db202ba71c21,AD_Group1_test,1,M,herisha,wetuxi,seg_Unattended,herisha_wetuxi,herisha,single,AD_G1_LangA_female,11,97,F,Mismatch,both
40,35,35,2,434,1,1,21,6ab76dc8-749e-4446-9f78-db202ba71c21,AD_Group1_test,1,M,shifeni,kirewa,seg_Attended,shifeni_kirewa,kirewa,single,AD_G1_LangA_female,11,97,F,Mismatch,both
41,9,9,2,341,2,0,21,6ab76dc8-749e-4446-9f78-db202ba71c21,AD_Group1_test,1,F,luzuta,pejuxo,seg_Attended,luzuta_pejuxo,pejuxo,single,AD_G1_LangA_female,11,97,F,Match,both
42,26,26,2,194,2,0,21,6ab76dc8-749e-4446-9f78-db202ba71c21,AD_Group1_test,1,M,mipeju,hoshife,seg_Attended,mipeju_hoshife,hoshife,single,AD_G1_LangA_female,11,97,F,Mismatch,both
43,14,14,2,300,1,1,22,6ab76dc8-749e-4446-9f78-db202ba71c21,AD_Group1_test,1,F,mipeju,zutami,seg_Attended,mipeju_zutami,zutami,single,AD_G1_LangA_female,11,97,F,Match,both
44,65,65,1,902,1,1,23,6ab76dc8-749e-4446-9f78-db202ba71c21,AD_Group1_test,1,F,biwetu,wetuxi,seg_Unattended,biwetu_wetuxi,biwetu,single,AD_G1_LangA_female,11,97,F,Match,both
45,10,10,1,229,2,0,23,6ab76dc8-749e-4446-9f78-db202ba71c21,AD_Group1_test,1,M,pejuxo,voluho,seg_Attended,pejuxo_voluho,pejuxo,single,AD_G1_LangA_female,11,97,F,Mismatch,both
46,39,39,1,149,1,1,24,6ab76dc8-749e-4446-9f78-db202ba71c21,AD_Group1_test,1,F,fanujo,tuheri,seg_Unattended,fanujo_tuheri,fanujo,single,AD_G1_LangA_female,11,97,F,Match,both
47,13,13,1,148,2,0,24,6ab76dc8-749e-4446-9f78-db202ba71c21,AD_Group1_test,1,M,zutami,xonisu,seg_Attended,zutami_xonisu,zutami,single,AD_G1_LangA_female,11,97,F,Mismatch,both
48,31,31,2,1266,1,1,25,6ab76dc8-749e-4446-9f78-db202ba71c21,AD_Group1_test,1,M,xonisu,kirewa,seg_Attended,xonisu_kirewa,kirewa,single,AD_G1_LangA_female,11,97,F,Mismatch,both
49,16,16,2,621,1,1,26,6ab76dc8-749e-4446-9f78-db202ba71c21,AD_Group1_test,1,F,voluho,zutami,seg_Attended,voluho_zutami,zutami,single,AD_G1_LangA_female,11,97,F,Match,both
50,2,2,2,280,2,0,26,6ab76dc8-749e-4446-9f78-db202ba71c21,AD_Group1_test,1,M,mipeju,nisuda,seg_Attended,mipeju_nisuda,nisuda,single,AD_G1_LangA_female,11,97,F,Mismatch,both
51,55,55,2,681,2,0,26,6ab76dc8-749e-4446-9f78-db202ba71c21,AD_Group1_test,1,M,zafanu,pomasi,seg_Unattended,zafanu_pomasi,pomasi,single,AD_G1_LangA_female,11,97,F,Mismatch,both
52,68,68,1,525,2,0,26,6ab76dc8-749e-4446-9f78-db202ba71c21,AD_Group1_test,1,F,xidule,shavuko,seg_Unattended,xidule_shavuko,xidule,single,AD_G1_LangA_female,11,97,F,Match,both
53,64,64,2,463,1,1,27,6ab76dc8-749e-4446-9f78-db202ba71c21,AD_Group1_test,1,M,masihe,biwetu,seg_Unattended,masihe_biwetu,biwetu,single,AD_G1_LangA_female,11,97,F,Mismatch,both
54,1,1,1,465,1,1,28,6ab76dc8-749e-4446-9f78-db202ba71c21,AD_Group1_test,1,F,nisuda,xonisu,seg_Attended,nisuda_xonisu,nisuda,single,AD_G1_LangA_female,11,97,F,Match,both
55,3,3,1,302,2,0,28,6ab76dc8-749e-4446-9f78-db202ba71c21,AD_Group1_test,1,F,nisuda,luzuta,seg_Attended,nisuda_luzuta,nisuda,single,AD_G1_LangA_female,11,97,F,Match,both
56,6,6,2,3093,1,1,29,6ab76dc8-749e-4446-9f78-db202ba71c21,AD_Group1_test,1,M,rewani,nisuda,seg_Attended,rewani_nisuda,nisuda,single,AD_G1_LangA_female,11,97,F,Mismatch,both
57,52,52,2,3707,1,1,30,6ab76dc8-749e-4446-9f78-db202ba71c21,AD_Group1_test,1,F,masihe,herisha,seg_Unattended,masihe_herisha,herisha,single,AD_G1_LangA_female,11,97,F,Match,both
58,67,67,2,504,1,1,31,6ab76dc8-749e-4446-9f78-db202ba71c21,AD_Group1_test,1,M,zafanu,xidule,seg_Unattended,zafanu_xidule,xidule,single,AD_G1_LangA_female,11,97,F,Mismatch,both
59,45,45,2,436,1,1,32,6ab76dc8-749e-4446-9f78-db202ba71c21,AD_Group1_test,1,F,tuheri,vukoza,seg_Unattended,tuheri_vukoza,vukoza,single,AD_G1_LangA_female,11,97,F,Match,both
60,4,4,2,686,2,0,32,6ab76dc8-749e-4446-9f78-db202ba71c21,AD_Group1_test,1,M,voluho,nisuda,seg_Attended,voluho_nisuda,nisuda,single,AD_G1_LangA_female,11,97,F,Mismatch,both
61,34,34,1,1433,1,1,33,6ab76dc8-749e-4446-9f78-db202ba71c21,AD_Group1_test,1,F,kirewa,voluho,seg_Attended,kirewa_voluho,kirewa,single,AD_G1_LangA_female,11,97,F,Match,both
62,27,27,1,3682,1,1,34,6ab76dc8-749e-4446-9f78-db202ba71c21,AD_Group1_test,1,F,hoshife,luzuta,seg_Attended,hoshife_luzuta,hoshife,single,AD_G1_LangA_female,11,97,F,Match,both
63,37,37,1,1211,1,1,35,6ab76dc8-749e-4446-9f78-db202ba71c21,AD_Group1_test,1,F,fanujo,zafanu,seg_Unattended,fanujo_zafanu,fanujo,single,AD_G1_LangA_female,11,97,F,Match,both
64,11,11,2,433,2,0,35,6ab76dc8-749e-4446-9f78-db202ba71c21,AD_Group1_test,1,F,shifeni,pejuxo,seg_Attended,shifeni_pejuxo,pejuxo,single,AD_G1_LangA_female,11,97,F,Match,both
65,56,56,1,661,1,1,36,6ab76dc8-749e-4446-9f78-db202ba71c21,AD_Group1_test,1,F,pomasi,shavuko,seg_Unattended,pomasi_shavuko,pomasi,single,AD_G1_LangA_female,11,97,F,Match,both
66,41,41,1,753,1,1,37,6ab76dc8-749e-4446-9f78-db202ba71c21,AD_Group1_test,1,F,fanujo,wetuxi,seg_Unattended,fanujo_wetuxi,fanujo,single,AD_G1_LangA_female,11,97,F,Match,both
67,66,66,2,1662,1,1,38,6ab76dc8-749e-4446-9f78-db202ba71c21,AD_Group1_test,1,M,dulepo,biwetu,seg_Unattended,dulepo_biwetu,biwetu,single,AD_G1_LangA_female,11,97,F,Mismatch,both
68,18,18,2,2086,2,0,38,6ab76dc8-749e-4446-9f78-db202ba71c21,AD_Group1_test,1,F,rewani,zutami,seg_Attended,rewani_zutami,zutami,single,AD_G1_LangA_female,11,97,F,Match,both
69,47,47,2,212,2,0,38,6ab76dc8-749e-4446-9f78-db202ba71c21,AD_Group1_test,1,F,wetuxi,vukoza,seg_Unattended,wetuxi_vukoza,vukoza,single,AD_G1_LangA_female,11,97,F,Match,both
70,51,51,1,326,1,1,39,6ab76dc8-749e-4446-9f78-db202ba71c21,AD_Group1_test,1,M,herisha,tuheri,seg_Unattended,herisha_tuheri,herisha,single,AD_G1_LangA_female,11,97,F,Mismatch,both
71,62,62,2,175,2,0,39,6ab76dc8-749e-4446-9f78-db202ba71c21,AD_Group1_test,1,M,shavuko,biwetu,seg_Unattended,shavuko_biwetu,biwetu,single,AD_G1_LangA_female,11,97,F,Mismatch,both
72,23,23,2,465,1,1,40,6ab76dc8-749e-4446-9f78-db202ba71c21,AD_Group1_test,1,M,shifeni,bavolu,seg_Attended,shifeni_bavolu,bavolu,single,AD_G1_LangA_female,11,97,F,Mismatch,both
73,6,78,2,2655,1,1,41,6ab76dc8-749e-4446-9f78-db202ba71c21,AD_Group1_test,1,M,xidule,nisuda,rec,xidule_nisuda,nisuda,single,AD_G1_LangA_female,11,97,F,Mismatch,both
74,10,82,1,423,2,0,41,6ab76dc8-749e-4446-9f78-db202ba71c21,AD_Group1_test,1,M,pejuxo,pomasi,rec,pejuxo_pomasi,pejuxo,single,AD_G1_LangA_female,11,97,F,Mismatch,both
75,4,76,2,1318,2,0,41,6ab76dc8-749e-4446-9f78-db202ba71c21,AD_Group1_test,1,M,pomasi,nisuda,rec,pomasi_nisuda,nisuda,single,AD_G1_LangA_female,11,97,F,Mismatch,both
76,34,106,1,1052,2,0,41,6ab76dc8-749e-4446-9f78-db202ba71c21,AD_Group1_test,1,F,kirewa,pomasi,rec,kirewa_pomasi,kirewa,single,AD_G1_LangA_female,11,97,F,Match,both
77,12,84,1,323,2,0,41,6ab76dc8-749e-4446-9f78-db202ba71c21,AD_Group1_test,1,M,pejuxo,xidule,rec,pejuxo_xidule,pejuxo,single,AD_G1_LangA_female,11,97,F,Mismatch,both
78,13,85,1,1140,2,0,41,6ab76dc8-749e-4446-9f78-db202ba71c21,AD_Group1_test,1,M,zutami,fanujo,rec,zutami_fanujo,zutami,single,AD_G1_LangA_female,11,97,F,Mismatch,both
79,26,98,2,1549,2,0,41,6ab76dc8-749e-4446-9f78-db202ba71c21,AD_Group1_test,1,M,vukoza,hoshife,rec,vukoza_hoshife,hoshife,single,AD_G1_LangA_female,11,97,F,Mismatch,both
80,24,96,1,1949,1,1,42,6ab76dc8-749e-4446-9f78-db202ba71c21,AD_Group1_test,1,F,bavolu,xidule,rec,bavolu_xidule,bavolu,single,AD_G1_LangA_female,11,97,F,Match,both
81,36,108,1,1404,1,1,43,6ab76dc8-749e-4446-9f78-db202ba71c21,AD_Group1_test,1,F,kirewa,xidule,rec,kirewa_xidule,kirewa,single,AD_G1_LangA_female,11,97,F,Match,both
82,2,74,2,170,2,0,43,6ab76dc8-749e-4446-9f78-db202ba71c21,AD_Group1_test,1,M,vukoza,nisuda,rec,vukoza_nisuda,nisuda,single,AD_G1_LangA_female,11,97,F,Mismatch,both
83,32,104,1,414,1,1,44,6ab76dc8-749e-4446-9f78-db202ba71c21,AD_Group1_test,1,F,kirewa,vukoza,rec,kirewa_vukoza,kirewa,single,AD_G1_LangA_female,11,97,F,Match,both
84,29,101,1,214,2,0,44,6ab76dc8-749e-4446-9f78-db202ba71c21,AD_Group1_test,1,F,hoshife,biwetu,rec,hoshife_biwetu,hoshife,single,AD_G1_LangA_female,11,97,F,Match,both
85,27,99,1,648,2,0,44,6ab76dc8-749e-4446-9f78-db202ba71c21,AD_Group1_test,1,F,hoshife,herisha,rec,hoshife_herisha,hoshife,single,AD_G1_LangA_female,11,97,F,Match,both
86,28,100,2,894,2,0,44,6ab76dc8-749e-4446-9f78-db202ba71c21,AD_Group1_test,1,M,pomasi,hoshife,rec,pomasi_hoshife,hoshife,single,AD_G1_LangA_female,11,97,F,Mismatch,both
87,16,88,2,1245,1,1,45,6ab76dc8-749e-4446-9f78-db202ba71c21,AD_Group1_test,1,F,pomasi,zutami,rec,pomasi_zutami,zutami,single,AD_G1_LangA_female,11,97,F,Match,both
88,11,83,2,269,2,0,45,6ab76dc8-749e-4446-9f78-db202ba71c21,AD_Group1_test,1,F,biwetu,pejuxo,rec,biwetu_pejuxo,pejuxo,single,AD_G1_LangA_female,11,97,F,Match,both
89,8,80,1,469,1,1,46,6ab76dc8-749e-4446-9f78-db202ba71c21,AD_Group1_test,1,M,pejuxo,vukoza,rec,pejuxo_vukoza,pejuxo,single,AD_G1_LangA_female,11,97,F,Mismatch,both
90,19,91,2,675,2,0,46,6ab76dc8-749e-4446-9f78-db202ba71c21,AD_Group1_test,1,M,fanujo,bavolu,rec,fanujo_bavolu,bavolu,single,AD_G1_LangA_female,11,97,F,Mismatch,both
91,33,105,2,1841,2,0,46,6ab76dc8-749e-4446-9f78-db202ba71c21,AD_Group1_test,1,M,herisha,kirewa,rec,herisha_kirewa,kirewa,single,AD_G1_LangA_female,11,97,F,Mismatch,both
92,14,86,2,264,2,0,46,6ab76dc8-749e-4446-9f78-db202ba71c21,AD_Group1_test,1,F,vukoza,zutami,rec,vukoza_zutami,zutami,single,AD_G1_LangA_female,11,97,F,Match,both
93,9,81,2,238,2,0,46,6ab76dc8-749e-4446-9f78-db202ba71c21,AD_Group1_test,1,F,herisha,pejuxo,rec,herisha_pejuxo,pejuxo,single,AD_G1_LangA_female,11,97,F,Match,both
94,23,95,2,705,2,0,46,6ab76dc8-749e-4446-9f78-db202ba71c21,AD_Group1_test,1,M,biwetu,bavolu,rec,biwetu_bavolu,bavolu,single,AD_G1_LangA_female,11,97,F,Mismatch,both
95,30,102,2,960,2,0,46,6ab76dc8-749e-4446-9f78-db202ba71c21,AD_Group1_test,1,M,xidule,hoshife,rec,xidule_hoshife,hoshife,single,AD_G1_LangA_female,11,97,F,Mismatch,both
96,18,90,2,1819,2,0,46,6ab76dc8-749e-4446-9f78-db202ba71c21,AD_Group1_test,1,F,xidule,zutami,rec,xidule_zutami,zutami,single,AD_G1_LangA_female,11,97,F,Match,both
97,17,89,1,1022,1,1,47,6ab76dc8-749e-4446-9f78-db202ba71c21,AD_Group1_test,1,M,zutami,biwetu,rec,zutami_biwetu,zutami,single,AD_G1_LangA_female,11,97,F,Mismatch,both
98,22,94,1,535,1,1,48,6ab76dc8-749e-4446-9f78-db202ba71c21,AD_Group1_test,1,F,bavolu,pomasi,rec,bavolu_pomasi,bavolu,single,AD_G1_LangA_female,11,97,F,Match,both
99,20,92,1,2465,1,1,49,6ab76dc8-749e-4446-9f78-db202ba71c21,AD_Group1_test,1,F,bavolu,vukoza,rec,bavolu_vukoza,bavolu,single,AD_G1_LangA_female,11,97,F,Match,both
100,21,93,2,4196,1,1,50,6ab76dc8-749e-4446-9f78-db202ba71c21,AD_Group1_test,1,M,herisha,bavolu,rec,herisha_bavolu,bavolu,single,AD_G1_LangA_female,11,97,F,Mismatch,both
101,15,87,1,311,1,1,51,6ab76dc8-749e-4446-9f78-db202ba71c21,AD_Group1_test,1,M,zutami,herisha,rec,zutami_herisha,zutami,single,AD_G1_LangA_female,11,97,F,Mismatch,both
102,35,107,2,377,1,1,52,6ab76dc8-749e-4446-9f78-db202ba71c21,AD_Group1_test,1,M,biwetu,kirewa,rec,biwetu_kirewa,kirewa,single,AD_G1_LangA_female,11,97,F,Mismatch,both
103,7,79,2,526,2,0,52,6ab76dc8-749e-4446-9f78-db202ba71c21,AD_Group1_test,1,F,fanujo,pejuxo,rec,fanujo_pejuxo,pejuxo,single,AD_G1_LangA_female,11,97,F,Match,both
104,31,103,2,172,1,1,53,6ab76dc8-749e-4446-9f78-db202ba71c21,AD_Group1_test,1,M,fanujo,kirewa,rec,fanujo_kirewa,kirewa,single,AD_G1_LangA_female,11,97,F,Mismatch,both
105,1,73,1,1280,1,1,54,6ab76dc8-749e-4446-9f78-db202ba71c21,AD_Group1_test,1,F,nisuda,fanujo,rec,nisuda_fanujo,nisuda,single,AD_G1_LangA_female,11,97,F,Match,both
106,3,75,1,536,1,1,55,6ab76dc8-749e-4446-9f78-db202ba71c21,AD_Group1_test,1,F,nisuda,herisha,rec,nisuda_herisha,nisuda,single,AD_G1_LangA_female,11,97,F,Match,both
107,25,97,1,261,2,0,55,6ab76dc8-749e-4446-9f78-db202ba71c21,AD_Group1_test,1,F,hoshife,fanujo,rec,hoshife_fanujo,hoshife,single,AD_G1_LangA_female,11,97,F,Match,both
108,5,77,1,559,1,1,56,6ab76dc8-749e-4446-9f78-db202ba71c21,AD_Group1_test,1,F,nisuda,biwetu,rec,nisuda_biwetu,nisuda,single,AD_G1_LangA_female,11,97,F,Match,both
1,45,45,2,591,2,0,0,586903f5-b658-4309-8250-27200aea3700,AD_Group1_test,1,F,tuheri,vukoza,seg_Unattended,tuheri_vukoza,vukoza,single,AD_G1_LangA_male,12,23,M,Mismatch,both
2,20,20,1,251,2,0,0,586903f5-b658-4309-8250-27200aea3700,AD_Group1_test,1,F,bavolu,mipeju,seg_Attended,bavolu_mipeju,bavolu,single,AD_G1_LangA_male,12,23,M,Mismatch,both
3,44,44,1,346,1,1,1,586903f5-b658-4309-8250-27200aea3700,AD_Group1_test,1,M,vukoza,shavuko,seg_Unattended,vukoza_shavuko,vukoza,single,AD_G1_LangA_male,12,23,M,Match,both
4,17,17,1,710,1,1,2,586903f5-b658-4309-8250-27200aea3700,AD_Group1_test,1,M,zutami,shifeni,seg_Attended,zutami_shifeni,zutami,single,AD_G1_LangA_male,12,23,M,Match,both
5,51,51,1,694,2,0,2,586903f5-b658-4309-8250-27200aea3700,AD_Group1_test,1,M,herisha,tuheri,seg_Unattended,herisha_tuheri,herisha,single,AD_G1_LangA_male,12,23,M,Match,both
6,12,12,1,583,2,0,2,586903f5-b658-4309-8250-27200aea3700,AD_Group1_test,1,M,pejuxo,rewani,seg_Attended,pejuxo_rewani,pejuxo,single,AD_G1_LangA_male,12,23,M,Match,both
7,36,36,1,1091,2,0,2,586903f5-b658-4309-8250-27200aea3700,AD_Group1_test,1,F,kirewa,rewani,seg_Attended,kirewa_rewani,kirewa,single,AD_G1_LangA_male,12,23,M,Mismatch,both
8,38,38,2,353,2,0,2,586903f5-b658-4309-8250-27200aea3700,AD_Group1_test,1,M,shavuko,fanujo,seg_Unattended,shavuko_fanujo,fanujo,single,AD_G1_LangA_male,12,23,M,Match,both
9,59,59,2,789,2,0,2,586903f5-b658-4309-8250-27200aea3700,AD_Group1_test,1,M,wetuxi,pomasi,seg_Unattended,wetuxi_pomasi,pomasi,single,AD_G1_LangA_male,12,23,M,Match,both
10,26,26,2,600,1,1,3,586903f5-b658-4309-8250-27200aea3700,AD_Group1_test,1,M,mipeju,hoshife,seg_Attended,mipeju_hoshife,hoshife,single,AD_G1_LangA_male,12,23,M,Match,both
11,56,56,1,859,2,0,3,586903f5-b658-4309-8250-27200aea3700,AD_Group1_test,1,F,pomasi,shavuko,seg_Unattended,pomasi_shavuko,pomasi,single,AD_G1_LangA_male,12,23,M,Mismatch,both
12,11,11,2,392,2,0,3,586903f5-b658-4309-8250-27200aea3700,AD_Group1_test,1,F,shifeni,pejuxo,seg_Attended,shifeni_pejuxo,pejuxo,single,AD_G1_LangA_male,12,23,M,Mismatch,both
13,63,63,2,1193,1,1,4,586903f5-b658-4309-8250-27200aea3700,AD_Group1_test,1,F,biwetu,tuheri,seg_Unattended,biwetu_tuheri,biwetu,single,AD_G1_LangA_male,12,23,M,Mismatch,both
14,70,70,1,370,1,1,5,586903f5-b658-4309-8250-27200aea3700,AD_Group1_test,1,F,xidule,masihe,seg_Unattended,xidule_masihe,xidule,single,AD_G1_LangA_male,12,23,M,Mismatch,both
15,21,21,2,437,1,1,6,586903f5-b658-4309-8250-27200aea3700,AD_Group1_test,1,M,luzuta,bavolu,seg_Attended,luzuta_bavolu,bavolu,single,AD_G1_LangA_male,12,23,M,Match,both
16,22,22,1,603,1,1,7,586903f5-b658-4309-8250-27200aea3700,AD_Group1_test,1,F,bavolu,voluho,seg_Attended,bavolu_voluho,bavolu,single,AD_G1_LangA_male,12,23,M,Mismatch,both
17,13,13,1,486,1,1,8,586903f5-b658-4309-8250-27200aea3700,AD_Group1_test,1,M,zutami,xonisu,seg_Attended,zutami_xonisu,zutami,single,AD_G1_LangA_male,12,23,M,Match,both
18,66,66,2,775,1,1,9,586903f5-b658-4309-8250-27200aea3700,AD_Group1_test,1,M,dulepo,biwetu,seg_Unattended,dulepo_biwetu,biwetu,single,AD_G1_LangA_male,12,23,M,Match,both
19,52,52,2,482,2,0,9,586903f5-b658-4309-8250-27200aea3700,AD_Group1_test,1,F,masihe,herisha,seg_Unattended,masihe_herisha,herisha,single,AD_G1_LangA_male,12,23,M,Mismatch,both
20,43,43,2,1347,1,1,10,586903f5-b658-4309-8250-27200aea3700,AD_Group1_test,1,F,zafanu,vukoza,seg_Unattended,zafanu_vukoza,vukoza,single,AD_G1_LangA_male,12,23,M,Mismatch,both
21,5,5,1,627,1,1,11,586903f5-b658-4309-8250-27200aea3700,AD_Group1_test,1,F,nisuda,shifeni,seg_Attended,nisuda_shifeni,nisuda,single,AD_G1_LangA_male,12,23,M,Mismatch,both
22,69,69,2,656,2,0,11,586903f5-b658-4309-8250-27200aea3700,AD_Group1_test,1,M,tuheri,xidule,seg_Unattended,tuheri_xidule,xidule,single,AD_G1_LangA_male,12,23,M,Match,both
23,1,1,1,492,2,0,11,586903f5-b658-4309-8250-27200aea3700,AD_Group1_test,1,F,nisuda,xonisu,seg_Attended,nisuda_xonisu,nisuda,single,AD_G1_LangA_male,12,23,M,Mismatch,both
24,37,37,1,1737,2,0,11,586903f5-b658-4309-8250-27200aea3700,AD_Group1_test,1,F,fanujo,zafanu,seg_Unattended,fanujo_zafanu,fanujo,single,AD_G1_LangA_male,12,23,M,Mismatch,both
25,67,67,2,519,2,0,11,586903f5-b658-4309-8250-27200aea3700,AD_Group1_test,1,M,zafanu,xidule,seg_Unattended,zafanu_xidule,xidule,single,AD_G1_LangA_male,12,23,M,Match,both
26,33,33,2,925,1,1,12,586903f5-b658-4309-8250-27200aea3700,AD_Group1_test,1,M,luzuta,kirewa,seg_Attended,luzuta_kirewa,kirewa,single,AD_G1_LangA_male,12,23,M,Match,both
27,53,53,1,2283,1,1,13,586903f5-b658-4309-8250-27200aea3700,AD_Group1_test,1,M,herisha,wetuxi,seg_Unattended,herisha_wetuxi,herisha,single,AD_G1_LangA_male,12,23,M,Match,both
28,65,65,1,2454,2,0,13,586903f5-b658-4309-8250-27200aea3700,AD_Group1_test,1,F,biwetu,wetuxi,seg_Unattended,biwetu_wetuxi,biwetu,single,AD_G1_LangA_male,12,23,M,Mismatch,both
29,71,71,2,352,2,0,13,586903f5-b658-4309-8250-27200aea3700,AD_Group1_test,1,F,wetuxi,xidule,seg_Unattended,wetuxi_xidule,xidule,single,AD_G1_LangA_male,12,23,M,Mismatch,both
30,15,15,1,729,1,1,14,586903f5-b658-4309-8250-27200aea3700,AD_Group1_test,1,M,zutami,luzuta,seg_Attended,zutami_luzuta,zutami,single,AD_G1_LangA_male,12,23,M,Match,both
31,18,18,2,462,2,0,14,586903f5-b658-4309-8250-27200aea3700,AD_Group1_test,1,F,rewani,zutami,seg_Attended,rewani_zutami,zutami,single,AD_G1_LangA_male,12,23,M,Mismatch,both
32,10,10,1,1220,1,1,15,586903f5-b658-4309-8250-27200aea3700,AD_Group1_test,1,M,pejuxo,voluho,seg_Attended,pejuxo_voluho,pejuxo,single,AD_G1_LangA_male,12,23,M,Match,both
33,58,58,1,718,1,1,16,586903f5-b658-4309-8250-27200aea3700,AD_Group1_test,1,F,pomasi,masihe,seg_Unattended,pomasi_masihe,pomasi,single,AD_G1_LangA_male,12,23,M,Mismatch,both
34,64,64,2,280,1,1,17,586903f5-b658-4309-8250-27200aea3700,AD_Group1_test,1,M,masihe,biwetu,seg_Unattended,masihe_biwetu,biwetu,single,AD_G1_LangA_male,12,23,M,Match,both
35,50,50,2,549,2,0,17,586903f5-b658-4309-8250-27200aea3700,AD_Group1_test,1,F,shavuko,herisha,seg_Unattended,shavuko_herisha,herisha,single,AD_G1_LangA_male,12,23,M,Mismatch,both
36,24,24,1,460,2,0,17,586903f5-b658-4309-8250-27200aea3700,AD_Group1_test,1,F,bavolu,rewani,seg_Attended,bavolu_rewani,bavolu,single,AD_G1_LangA_male,12,23,M,Mismatch,both
37,55,55,2,344,1,1,18,586903f5-b658-4309-8250-27200aea3700,AD_Group1_test,1,M,zafanu,pomasi,seg_Unattended,zafanu_pomasi,pomasi,single,AD_G1_LangA_male,12,23,M,Match,both
38,14,14,2,310,2,0,18,586903f5-b658-4309-8250-27200aea3700,AD_Group1_test,1,F,mipeju,zutami,seg_Attended,mipeju_zutami,zutami,single,AD_G1_LangA_male,12,23,M,Mismatch,both
39,29,29,1,308,1,1,19,586903f5-b658-4309-8250-27200aea3700,AD_Group1_test,1,F,hoshife,shifeni,seg_Attended,hoshife_shifeni,hoshife,single,AD_G1_LangA_male,12,23,M,Mismatch,both
40,42,42,2,383,1,1,20,586903f5-b658-4309-8250-27200aea3700,AD_Group1_test,1,M,dulepo,fanujo,seg_Unattended,dulepo_fanujo,fanujo,single,AD_G1_LangA_male,12,23,M,Match,both
41,34,34,1,351,1,1,21,586903f5-b658-4309-8250-27200aea3700,AD_Group1_test,1,F,kirewa,voluho,seg_Attended,kirewa_voluho,kirewa,single,AD_G1_LangA_male,12,23,M,Mismatch,both
42,72,72,1,954,1,1,22,586903f5-b658-4309-8250-27200aea3700,AD_Group1_test,1,F,xidule,dulepo,seg_Unattended,xidule_dulepo,xidule,single,AD_G1_LangA_male,12,23,M,Mismatch,both
43,4,4,2,528,1,1,23,586903f5-b658-4309-8250-27200aea3700,AD_Group1_test,1,M,voluho,nisuda,seg_Attended,voluho_nisuda,nisuda,single,AD_G1_LangA_male,12,23,M,Match,both
44,7,7,2,486,2,0,23,586903f5-b658-4309-8250-27200aea3700,AD_Group1_test,1,F,xonisu,pejuxo,seg_Attended,xonisu_pejuxo,pejuxo,single,AD_G1_LangA_male,12,23,M,Mismatch,both
45,49,49,1,1171,2,0,23,586903f5-b658-4309-8250-27200aea3700,AD_Group1_test,1,M,herisha,zafanu,seg_Unattended,herisha_zafanu,herisha,single,AD_G1_LangA_male,12,23,M,Match,both
46,6,6,2,398,1,1,24,586903f5-b658-4309-8250-27200aea3700,AD_Group1_test,1,M,rewani,nisuda,seg_Attended,rewani_nisuda,nisuda,single,AD_G1_LangA_male,12,23,M,Match,both
47,23,23,2,327,2,0,24,586903f5-b658-4309-8250-27200aea3700,AD_Group1_test,1,M,shifeni,bavolu,seg_Attended,shifeni_bavolu,bavolu,single,AD_G1_LangA_male,12,23,M,Match,both
48,30,30,2,377,1,1,25,586903f5-b658-4309-8250-27200aea3700,AD_Group1_test,1,M,rewani,hoshife,seg_Attended,rewani_hoshife,hoshife,single,AD_G1_LangA_male,12,23,M,Match,both
49,62,62,2,664,2,0,25,586903f5-b658-4309-8250-27200aea3700,AD_Group1_test,1,M,shavuko,biwetu,seg_Unattended,shavuko_biwetu,biwetu,single,AD_G1_LangA_male,12,23,M,Match,both
50,48,48,1,648,1,1,26,586903f5-b658-4309-8250-27200aea3700,AD_Group1_test,1,M,vukoza,dulepo,seg_Unattended,vukoza_dulepo,vukoza,single,AD_G1_LangA_male,12,23,M,Match,both
51,41,41,1,333,2,0,26,586903f5-b658-4309-8250-27200aea3700,AD_Group1_test,1,F,fanujo,wetuxi,seg_Unattended,fanujo_wetuxi,fanujo,single,AD_G1_LangA_male,12,23,M,Mismatch,both
52,35,35,2,1190,1,1,27,586903f5-b658-4309-8250-27200aea3700,AD_Group1_test,1,M,shifeni,kirewa,seg_Attended,shifeni_kirewa,kirewa,single,AD_G1_LangA_male,12,23,M,Match,both
53,16,16,2,1685,1,1,28,586903f5-b658-4309-8250-27200aea3700,AD_Group1_test,1,F,voluho,zutami,seg_Attended,voluho_zutami,zutami,single,AD_G1_LangA_male,12,23,M,Mismatch,both
54,40,40,2,171,2,0,28,586903f5-b658-4309-8250-27200aea3700,AD_Group1_test,1,M,masihe,fanujo,seg_Unattended,masihe_fanujo,fanujo,single,AD_G1_LangA_male,12,23,M,Match,both
